review,note
parf situat idéal prendr train situ fac gar lyon surtout navet direct ver roissy charl gaull fac hôtel insonoris,1.0
bien liter confort sall eau pet chambr cour intérieur hyp brui caus group,1.0
bien situ visit paris intra muros bouch métro proxim accueil ensembl hôtel bien situ,1.0
voyag nécess non confort pet déjeun copieux proxim géograph l'hôtel rapport travail l'insonorisatt mauv lexterieur entre chambr savoir j'av précis vouloir chambr calm lor réserv personnel soir restaur agréabl liter dur ménag sdb laiss désir sech cheveux plus,0.0
agréabl system occult fenêtr laiss pass lumi jour,1.0
bien accueil professionnel servic agréabl bon volont dimens lir inadapt plus d'1m90,1.0
bien recommand vrai hôtel emplac hôtel sup proxim personnel top sup accueil disponibl souri posit propret chambr irréproch décor chambr pas goût jour sinon rien dir,1.0
bien,1.0
fabul sup emplac géograph pet déjeun vari personnel agréabl maqu plus qu'un piscin c'est parf,1.0
exceptionnel l'ambianc l'hôtel l'id pens ménag surtout lit,1.0
bien accueil agréabl aid sonor entre chambr sol voisin brui,1.0
exceptionnel bien,1.0
agréabl satisf personnel sympath etat impecc chambr rien manqu rapport qualit prix pet déjeun vari caf excellent rar plus souvent lav catégor d'hôtel recommand seul bémol cloison entrer chambr insonoris sort qu'on entend douch autr sall d'eau faut pas voisin brui heureux cas,1.0
bien -chambr original bien décor -tres emplac -liter confort -personnel jour sympath -peu d'intim -sol poussier arriv -télécommand défaill pas tout chain dispo -wif march rar -personnel nuit pas sympath,1.0
bien,1.0
bien,1.0
ensembl accept attend plus prix nuit parking cadr liter calm intérieur établ pas baignoir pet chambr manqu plateau courtois thé caf lait attendu prix chambr,1.0
exceptionnel,1.0
agréabl commerc proch boulanger superet personnel agréabl bruit tuyal chauffag besoin purg,1.0
bien,1.0
exceptionnel,1.0
bien l'accueil équip chambr rapport d'autr nuit pass établ,1.0
rien dir retournon paris chois hôtel dout pet déjeun vari goût espac sall bain pet,1.0
parf hôtel accueil bien situ calm propr parking accueil patron l'hôtel passion dynam soucieux bien client suivr conseil visit vill util l'hôtel d'un propret exemplair calm bien situ dispos plac parking priv vérit atout cann centr vill croiset pein minut pied bon liter bien dorm pet déjeun terr copieux agréabl appréci crocodil haribo couleur franc context coup mond foot reviendron grand plais recommandon hôtel séjour cann rien parf,1.0
fabul,1.0
perfect personnel agréabl attention pet soin clientel recommand,1.0
recommand voyag affair acceuil conven liter confort acces sall sport voisin emplac pratiqu calm connexion wif pas évident sall bain étroit,1.0
exceptionnel,1.0
hôtel rapport qualit prix march équip basiqu nuit chambr sall d'eau spacieux pet déjeun copieux ventil chambr permettr chois entre chaleur bruit bruit vibrat chambr contraint dorm boul qui décor spartiat problem moment sort parking temp apres bip re-fermetur portail j'ai cal rest coinc parking j'ai remont récept demand badg arriv retard réunion matin,1.0
bien,1.0
bien,1.0
exceptionnel hôtel propr liter confort dorm quatr heur sup bien récuper mariag auquel assist grand bravo rapport qualit prix imbatt pas profit piscin top venu an accueil moyen appréci dorm trois chambr pet fil jam dorm lir seul lieu connaît pas plus compréhens,1.0
agréabl sall bain lumier,1.0
hôtel symp quarti symp hôtel situ quarti vrai symp métro quelqu metr commerc restaur proxim chambr rénov impecc personnel souraint l'écout sall bain douch,1.0
fabul emplac propret étroit chambr cogn plusieur contr poign fenêtr éton nombr étoil hôtel,1.0
fabul décor personnel exceptionnel chambr pet proxim péripher cepend aucun nuisanc sonor,1.0
bien,1.0
déçu proxim parc exposit versaill pet déjeun vari décor original étoil machin caf bouilloir chambr dommag beaucoup hôtel étoil propos taill chambr plutôt min mal insonoris entend beaucoup ascenseur client escali égal écoul eau douch autr client,1.0
agréabl séjour pet déjeun agréabl terr beau temp rien,1.0
bien pas papi toilet,1.0
parenthes enchant accueil l'accompagn magal réserv pass l'arriv jusqu'au départ bateau propr spacieux bien équip offrant confort situat exceptionnel calm croiset commerc plag restaur proxim sup moment partag coupl famill refair pas rest plus longtemp,1.0
hôt bien plac quelqu metr métro séjourn conseil hôtel propr modern chambr agréabl mouv odeur lir comfort pet déjeun vari dommag pas min frigo,1.0
bien,1.0
hôtel agréabl hôtel pet déjeun vari spa génial,1.0
correct nuit taill chambr pet déjeun quarti titr st-charl lieu port aix l'odeur tabac froid présent chambr,1.0
recommand fort bel hôtel propr bien équip confort spa agréabl aucun remarqu négat recommand,1.0
bien,1.0
charm studio bien conçu calm assez central jol pet appart bien conçu bien agenc,1.0
fabul l'emplac petit-déjeun piscin intérieur hammam vu chambr,1.0
exceptionnel accueil particuli chaleur,1.0
efficac équip basiqu personnel emplac chambr simpl mobili âge impossibl ger chauffag,1.0
bien situ propr fonctionnel cour sejour pas charm particuli liter malgr agiss canap lir absenc climatis grand ventil cepend pet,1.0
endroit extraordinair rénov parfait,1.0
refair pet déjeun excellent chambr calm,1.0
sup raffin décor personnel propret confort situat géograph lux,1.0
paus bienvenu cadr agréabl accueil particuli sympath bien d'avoir fruit pet déjeun,1.0
bien,1.0
séjour top vien établ jam déçu recommand hôtel spa chambr magnifiqueun endroit propr accueil top,1.0
bien,1.0
séjour agréabl avzx personnel sympath cadr repos cart chambr désactivent permanent pas pratiqu,1.0
top sup établ deco original sort ordinair idéal occas rapport qualit prix top,1.0
agréabl chambr loin l'accueil beaucoup march entrer pet déjeun pas terribl euro surtout beaucoup beaucoup bruit,1.0
hotel calm bien situ charm hotel plac ru calm charm bien situ proch métro 5em personnel agréabl pet déjeun serv tabl détail savoir pas d'ascenseur wc-douch couloir pas chambr individuel lir simpl douch plutôt étroit,1.0
bien log chambr sall bain tre tre pet etoil ascenseur dessert pas etag dem pali pet dejeun tre cher euros franprix cot trouv dejeun bas prix,1.0
exceptionnel télévis grand lit équip grand douch parfuuuuuum,1.0
bien proch plag bien situ pas loin gar,1.0
exceptionnel trouv pet déjeun bien hôtel lyon sinon rien redir voilà,1.0
exceptionnel correspond point recherch rien,1.0
appart confort appareil emplac dentist dent contr,1.0
bien,1.0
bien,1.0
bien,1.0
exceptionnel,1.0
agréabl chambr singl vrai pet,1.0
bien personnel sympath entendr autr chambr,1.0
bien accueil sympath bel résident bien situ restaur qualit pas drap l'appart lou arriv studio pet prévu heureux pass nuit inenvisage pass plus temp,1.0
superb bel hôtel personnel serviabl loin station métro,1.0
bien situ personnel prix petit-déjeun,1.0
bien,1.0
exceptionnel accueil homm gentil disponibl celui journ don bon conseil visit recommand hôtel retourn,1.0
bruit malgr effort d'insonoris chambr bruit voitur bien present chambr situ côt nord don voi rapid,1.0
excellent l'emplac jet pierr croiset dessous vieux cann idéal roof-top restaur bar lieu faut din profit d'un vu intégral bai cann spa simpl exceptionnel pet plus jacuzz extérieur fac bai prix parking priv élev,1.0
hôtel hôtel pas gar lyon voi vert niveau confort supérieur standard habituel d'un étoil propret irréproch conseil pain pet déjeun manqu fraicheur malgr présenc d'un boulanger quelqu dizain metr lumi au-dessus lavabo appréci,1.0
bien,1.0
bien studio indépend calm manqu rideau fenêtr dessus lit opaqu,1.0
fabul emplac sup pet déjeun fenêtr exigu,1.0
sejour agréabl hôtel confort bien situ calm qualit acceuil,1.0
¨pour nuit pas plus sympath sourir personnel l'état moquet couloir petitess chambr,1.0
bien personnel l'emplac l'hôtel petit-déjeun boisson prix,1.0
bien propret impecc n'entend pas train bien gar côt calm pet déjeun vu sixiem étag personnel serviabl l'accueil récept peut-êtr froid personnel serviabl récept demand,1.0
fabul parf pas fenêtr bug tel,1.0
tre bien recommand pet dejeun tre bien choix sall tre spacieux tre calm parking terrain tre appreci manqu placard,1.0
exceptionnel accueil,1.0
bien gentilless personnel chambr pet propr suffis séjour pari métro proch quarti calm aucun bruit chambr vrai calm rien,1.0
sup sejour refair sup accueil propr pet déjeun bien bien situ,1.0
agréabl rapport qualité/prix cann l'emplac l'hôtel propret chambr laiss désir cheveux serviet propr déchet lir sall bain ressembl pas cel photo booking,0.0
superb,1.0
fabul,1.0
parf pet déjeun,1.0
bien,1.0
bien,1.0
bien chauffag brui,1.0
exceptionnel,1.0
bien,1.0
merc l'hôtel amiraut d'avoir contribu sup séjour cann j'ai beaucoup appréci l'accueil gentilless discret personnel situat propret baignoir climatis l'espac chambr balcon atten,1.0
exceptionnel,1.0
bien établ rien spécial,1.0
superb,1.0
magnif oui rien parf,1.0
exceptionnel personnel agréabl écout accueil chaleur espac thalassothérap vrai formid pet déjeun satisfair séjour,1.0
bien,1.0
agréabl odeur tabac froid somm non fumeur désagré,1.0
agréabl hôtel agréabl proch pied taill lit pet prix chambr plus brui nuit,1.0
fabul l'amabl personnel servic renseign fourn l'espac pet déjeun léger pet,1.0
confort confort lir calm moquet commun sall d'eau exigu,1.0
bien sall bain magnif petit déjeun calm chambr fenêtr cour l'absenc climatis l'absenc pris électr pres lir l'absenc pater sall bain,1.0
bien,1.0
bien,1.0
sinon problem problem gross odeur d'humid chambr gross tach noir plafond dessus baignoir problem ventil d'aérat,1.0
bien symp agréabl rien,1.0
week-end plais cann j'ai aim l'environ jardin ains situat géograph rapport cann décor chambr vieil not moquet sol,1.0
bien,1.0
parf tre met dejeun chambr confort personnel pet soin ruen déplais rien,1.0
fabul parf superb chambr agréabl pet déjeun,1.0
bien situat petit-déjeun rien l'hôtel correspond attent,1.0
superb,1.0
agréabl,1.0
bien situat,1.0
bien emplac idéal ascenseur minuscul n'est pas import appréci machin caf chambr,1.0
eau chaud plag résident symp log suffis vivr vu mer piscin l'établ trouv balcon piscin toboggan taill suffis nombr d'appart résident présenc vigil évit débord piscin l'acces rapid plag proxim commerc l'acces rapid arrêt bus manqu d'anim quarti vigil nuir pas toujour correct travail 1er semain débord 2em semain vigil occup téléphon empêch certain bruit l'équip l'appart n'et pas exceptionnel manqu fourchet couteau verr lave-vaissel télévis médiocr qualit baignoir n'ont pas rideau proteg project d'eau,1.0
bien,1.0
court bien l'accueil minuit parking situat,1.0
bien emplac décor chambr pas climatis compliqu trouv sommeil périod d'et,1.0
voul final merc proxim gar lyon accueil petits-déjeuner plac copieux possibil laiss bagag derni jour prix raison douch lavabo pratiqu exiguït chambr 3em lit étroit check tardif,1.0
coût séjour bien propriétair vrai gentil aimabl lign train pas loin,1.0
agréabl bien situ appart éleg lumin situat idéal minut pied croiset côt port canto propriétair sympath recommend précieux beau écrin cann,1.0
bien personnel l'écout professionnel chambr odeur tabac froid malheur importun plein milieu nuit voisinag brui,1.0
exceptionnel,1.0
séjour emplac parking ferm confort amabl acc personnel,1.0
voyag plusieur hôtel ibis franc europ part travail décor stand d'exposit j'aur aim q'il pet corn d'accueil prendr caf thé tisan 'est gratuit not point plus accueil chaleur ibis ren répondr parfait pourt coin pet j'aur appréci qu'il bouteil d'eau chambr surtout 1er jour léger plus grand douch sup pet plus plus spacieux port mal trouv plac entrer corpulent léger plus grand j'av chambr vis vis pas possibl j'et oblig noir lumi j'attend nuit fil seul chambr lit jumeau derni jour j'ai chang chambr heureux bien plus clair sinon personnel ador bravo chang accueil connaiss hôtel beau réussit gen charm merc beaucoup voir plus espac corn,1.0
bien amabl personnel chambr agréabl bien équip liter confort bon situat géograph métro pied l'hôtel sall bain exigü,1.0
agréabl emplac servic chambr honteux pet pas rénov création pens,1.0
agréabl établ recommand retourn l'occas présent pratiqu surtout personnel rien reproch,1.0
mérit plus accueil propr lit confort pet déjeun correct chambr point noir bar pai non mention annonc mur nombreux fissur pas accept trouv pas climatis canicul craint sall bain moisissur douch pas accept difficil gar heur point,1.0
bien personnel attent acceuill idéal situ rendr point névralg,1.0
exceptionnel rien,1.0
agréabl localis chambr lir pet,1.0
bien bon situat accueil personnel pet déjeun vari,1.0
superb,1.0
correct court sejour proxim ven voir famill manqu contact accueil froid impersonnel hôtel assez pet vieux,0.0
parf parf hauteur d'un prix élev vu mer,1.0
agréabl lit oreil confort environ désagré traval proxim caus bruit problem douch sall bain,1.0
excellent,1.0
superb situat proch gar lyon rer métro excellent pet déjeun check-in informatis manqu inform précis don personnel plac attent pet déjeun pas inclu prix chambr,1.0
brim personnel taill chambr,1.0
agréabl pet déjeun chambr,1.0
confort calm sympath idéal plac accueil personnalis sympath chambr propr calm équip suffis pet déjeun correct consign bagag sourir emplac idéal top parf,1.0
bien,1.0
recommand hôtel ref neuf propr jol décor situat parfait pas métro commerc ru calm personnel accueil disponibl pet déjeun vari,1.0
bien hôtel parfait situ quelqu minut pied notre-dam commerc personnel chambr s'engueul dev,1.0
