nom,pays,favorite,titre,bons_points,mauvais_points,note,type_etablissement,lieu,note_etablissement
Magalie,Francia,0,Exceptionnel,"Super hôtel, avec un design original, 
D'une propreté impeccable 
Le personnel très professionnel et très sympathique. 
Le bar est très beau avec plusieurs salons de style différents. 
Un bel endroit que je recommande vivement",RAS,10,Hotel,París," 8,7 "
Valérie,Francia,0,Confort à deux pas de la Gare de Lyon,"Chambre confortable et calme à proximité de la gare, idéale lorsqu'on doit prendre un train très tôt le matin.
Jolis salons et bar, meilleur contact du personnel avec les anglophones que les francophones.","Aucun plat adapté aux enfants (7 ans) au restaurant. Service impersonnel (avec les francophones) qui ne donne pas envie de s'attarder à table.
Cher en rapport qualité / prix pour le restaurant.
Accès à l'établissement avec des valises compliqué depuis la gare (escaliers).","8,0",Hotel,París," 8,7 "
Martine,Francia,0,Excepcional,"Le personnel était professionnel,prévenant,aimable.
La propreté était irréprochable.
Les mesures pour la COVID 19 étaient rigoureuses.",Rien.,10,Hotel,París," 8,7 "
Julien,Francia,0,Concept très modern et cosy,"La deco 
L’utilisation des nouvelles technologies 
La localisation",Le stationnement,10,Hotel,París," 8,7 "
Eric,Francia,0,"Bien, trés bien situé",Disign moderne,Petit déjeuner intercontinental vu les mesures,"8,0",Hotel,París," 8,7 "
Carole,Francia,0,Excepcional,Hotel confortable personnel très sympathique à côté de la gare de Lyon,None,10,Hotel,París," 8,7 "
Patrick,Francia,0,"Très bon accueil, et hôtel différent","La proximité de la
Gare 
La propreté 
Le design 
L’accueil","Les problèmes techniques avec les tablettes qui commande la lumière,la tv, la
Radio FM ...etc","8,0",Hotel,París," 8,7 "
Anouk,Suiza,0,Fantástico,"Très bon emplacement, personnel très agréable","Beaucoup (trop) de technologie pour un effet bof. Tout s’active par tablette, mais le store ne bouge pas, la climatisation ne peut pas être arrêtée, la température difficile à modifier....
Et est-ce bien nécessaire de mettre des écrans inutiles dans les ascenseurs?","9,2",Hotel,París," 8,7 "
Carole,Francia,0,Très bon rapport qualité/prix,"Très bon accueil et service.
Personnel très sympathique, disponible et souriant.",Ras,"8,0",Hotel,París," 8,7 "
Carlo,Suiza,0,Muy bien,petit dej simple mais complet ... la faute au Corona virus ?,None,"8,0",Hotel,París," 8,7 "
Karine,Francia,0,Muy bien,"La chambre est fonctionnelle, le déjeuner est bon et l'emplacement très pratique.","La connexion à Internet pas toujours très bonne, la mise en route de la télé qui ne fonctionne pas, et la lumière bleutée de l'écran pendant toute la nuit.","8,0",Hotel,París," 8,7 "
Nicole,Francia,1,Tres bien,"L accueil et la disponibilité du personnel
Le confort de la chambre 
L emplacement géographique",Une bouilloire électrique pour du café aurait été appréciée dans la chambre,"9,0",Hotel,París," 8,7 "
Guillaume,Francia,0,Super,"Emplacement super, petit déjeuner très complet",Rien à dire,"9,0",Hotel,París," 8,7 "
Frederic,Francia,0,Excepcional,Tout,Rien,10,Hotel,París," 8,7 "
Michael_voisins,Suiza,0,Excepcional,Extrêmement propre et qund meme chaleureux.,None,10,Hotel,París," 8,7 "
Patricia,Francia,0,"Trüs bonne situation, hôtel moderne et confortable","Hôtel bien pratique juste à côté de la gare de Lyon. Très moderne, bravo pour tout le mobilier Vitra, nous avons beaucoup apprécié:) Chambre dans les étages supérieurs avec une vue sur la Seine. La chambre en elle même spacieuse, très bien équipée, rien à redire","le petit déjeuner me parait cher pour un croissant et un bout de pain avec le beurre et la confiture. Rien de salé de proposé, il faudrait revoir ce prix.","8,0",Hotel,París," 8,7 "
Yvan,Francia,1,Muy bien,"- le confort du lit,
- le petit réfrigérateur,
- les deux petites bouteilles d’eau offertes,
- des films en replay (ainsi que des films X !),
- la standardisation des chambres qui fait que vous n’êtes pas déçu,","- le petit-déjeuner n’était pas sous forme d’un buffet comme à La Défense,
- les films uniquement en anglais (malgré la fonction changement de langue sur la tablette)","8,0",Hotel,París," 8,7 "
Catherine,Francia,0,Muy bien,Proximité de la Gare de Lyon. Hyper moderne. calme et fonctionnel.,None,"8,0",Hotel,París," 8,7 "
Georges,Francia,1,Muy bien,Grande chambre calme au 9 ème étage,Que le bar au dernier t,"8,3",Hotel,París," 8,7 "
Romi,Francia,0,"très pratique car collé à la gare de Lyon, très pratique",chambre,rien,"8,0",Hotel,París," 8,7 "
Vincent,Francia,0,Super endroit,"Super design
Super accueil
Ultra confort
Chambre ultra connectée",None,10,Hotel,París," 8,7 "
Bruno,Francia,0,Muy bien,Un grand hôtel à côté de la gare de Lyon. Le petit déjeuner est excellent. J'y vais très souvent depuis deux ans.,None,"8,0",Hotel,París," 8,7 "
Sene,Suiza,0,Excepcional,Tout,Tout dans l'ensemble,10,Hotel,París," 8,7 "
Audrey,Francia,0,Bon séjour,"Hôtel très bien situé proche de tous les axes métro et RER. Très propre (ce qui est encore plus apprécié en période Covid). Et bonne literie.
La gentillesse et la disponibilité du personnel.","Nous avons eu par contre quelques petites déconvenues : oublie de ménage dans la chambre entre les 2 nuits et application de gestion par tablette défaillante. 
Mais la gentillesse du personnel et sa disponibilité rattrape largement tout cela.
Nous y retournerons sans hésiter !","8,0",Hotel,París," 8,7 "
Myriam,Francia,0,Muy bien,None,"Lit calé contre la fenêtre 
Obligé de passé par dessus l’autre","8,0",Hotel,París," 8,7 "
Bassirou,Suiza,0,Excellent .,"La disponibilité du personnel, la situation géographique","Le fait qu'il n'aie pas de boissons chaudes ( café, thé ) dans les chambres . Je m'attendais à cela. Cela m'a 
decu. Mais dans l'ensemble, trés bon hotel. Personnel sympa et disponible","9,0",Hotel,París," 8,7 "
Sebastien,Francia,0,Très bon rapport qualité prix,Prix raisonnable du petit déjeuner et déco,Impossible d’arrêter la climatisation et pas de salle de sport,"8,0",Hotel,París," 8,7 "
Genevieve,Francia,1,Muy bien,"Propreté des lieux.
L endroit pour le petit déjeuner agréable","Le lit collé à la fenêtre.
Une impression d étouffement dans la chambre
Le petit déjeuner limité ( on a droit à un pain au chocolat et un tout petit pain., une seule tasse de thé...)","8,0",Hotel,París," 8,7 "
Beatrice,Francia,0,J'Adore Tout ....,"Tout... Confort du lit, Déco, Amabilite du personnel.",Juste la climatisation trop forte.... Il faisait un peu frais dans la chambre pourtant j'ai réduit au maximum.,"9,0",Hotel,París," 8,7 "
Thomas,Bélgica,0,Fantástico,"L’ipad présent dans la chambre, l’emplacement bien situé et l’insonorisation",None,"9,0",Hotel,París," 8,7 "
Laurent,Francia,0,Muy bien,None,Commande et problème télé,"8,0",Hotel,París," 8,7 "
Abd,Francia,0,Muy bien,"- emplacement
- style des chambres et de l'hôtel en général
- bon accueil",None,"8,0",Hotel,París," 8,7 "
Laure,Francia,0,Très bon séjour.,"Très belle accueil, la chambre est très agréable et confortable. Au calme dans un cadre moderne et relaxant. Le personnel est aux petits soins, top.",None,"9,0",Hotel,París," 8,7 "
Franck,Francia,0,Excellente expérience client,Le professionnalisme du personnel ainsi que l'organisation du protocole sanitaire.,None,"9,0",Hotel,París," 8,7 "
Couple,Francia,0,Séjour Couple,"La gentillesse du personnel (+++), la propreté, l'emplacement, le confort, la vue, la domotique, les lumières, la télé","Rien de particulier, simplement les toilettes se sont bouchés deux fois, je pense qu'il y a un léger problème de canalisation","8,0",Hotel,París," 8,7 "
Aurelie,Francia,0,IDEALMENT SITUEE A LA DESCEBTE DU TGV DE PARIS GARDE DE LYON,SPACIEUSE . EPUREE GRAND LIT,LE PETIT DEJ N EST PAS EN LIBRE SERVICE CAUSE COVID A MON AVIS,"9,0",Hotel,París," 8,7 "
Triens,Francia,0,Excepcional,Impeccable,None,10,Hotel,París," 8,7 "
Nuclette,Francia,0,Week-end en amoureux,La décoration ' la proprété ' le personnel très chaleureux ' l'emplacement de l'hôtel,La chambre était un peu petite,10,Hotel,París," 8,7 "
Brigitte,Francia,0,Tout était parfait,"Tout, chambre spacieuse, literie très confortable, excellent accueil, petit déjeuner très bon.",Rien,10,Hotel,París," 8,7 "
Mickael,Francia,0,Meilleur hotel proche de GARE DE LYON,"Le meilleur hôtel niveau qualité prix !!! 
À deux pas de la gare de Lyon !
Il y a tout ce qu'il faut niveau équipements design le personnel est à l'écoute et l'hôtel est super super super propre !! 
La chambre et tous les services disponibles ( on a le contrôle entier sur la chambre avec une tablette )",None,10,Hotel,París," 8,7 "
Benoit,Francia,0,Vraiment très plaisant et apprécié.,"La décoration est très sympa, ainsi que le cadre et l'agencement en général.",Un (très petit) souci de télécommande de TV (sur une tablette i-pad)...avec l'impossibilité d'éteindre la TV. Débranchement en dernier recours.,"9,0",Hotel,París," 8,7 "
Gregory,Francia,0,I’ll be back,"La chambre
L équipement de la chambre 
Le silence et l insonorisation 
Le design de l hôtel 
L’espace détente / lounge 
Le déjeuner inclus , correct ..
La proximité de la Gare de Lyon , la Seine .. l emplacement 
Le personnel au top 
(En face de laho pour un rooftop en fin de journée )","J ai pris un dîner sur place .
Les plats sont réchauffés et la quantité pas extraordinaire. Qualité correcte . 
Je n ai pas pu testé le rooftop (fermé)","9,0",Hotel,París," 8,7 "
Jocelyne,Francia,0,Plutôt très bien. Avec du français c'eût été encore mieux,"Tout aurait été parfait, avec un peu de français dans les chambres (tablette, ...)",l'absence totale de français,"9,0",Hotel,París," 8,7 "
Nicolas,Bélgica,0,Fantástico,La disponibilité et la gentillesse du personnel.,None,"9,0",Hotel,París," 8,7 "
Samia,Francia,0,Parfait 👌,Excellent établissement rien a dire 😊😉,None,10,Hotel,París," 8,7 "
Gauthier,Francia,0,Fantástico,"La chambre était propre, aucun bruit entendu. La douche est superbe avec les led de couleurs. La tablette qui est relié à la télé et aux lumières c’est juste génial. Le lit est super confortable.Tout est moderne même la réception ainsi que l’espace détente. Je recommande fortement",L’emplacement est légèrement éloigné de « Paris » mais aussi les prix des alcools qui est cher par exemple le Mojito a 12€. Et le Check out a 11:00. Sinon rien a dire.,"9,0",Hotel,París," 8,7 "
Joseph,Polinesia Francesa,1,Muy bien,"La diversité du Personnel, sa jeunesse et sa disponibilité.",Propreté incomplète.,"8,0",Hotel,París," 8,7 "
Alain,Francia,0,Moderne,"Hôtel confortable, à deux pas de la Gare de Lyon. Personnel à l’écoute et sympathique.",None,"8,0",Hotel,París," 8,7 "
Emmanuel,Francia,0,Super agréable,Le petit dej copieux,Rien,"8,0",Hotel,París," 8,7 "
Rodrigue,Francia,0,Fantástico,"Super chambre, l'équipement de celle ci est au dessus de l'espérance, tout est fait pour que le confort soit optimale. 
Nous avions pris une formule petit déjeuner et celle ci était excellente, complet, rapide et de qualité ! 
Le personnel est présent et serviable.","L’hôtel est particulièrement adressé a une communauté étrangère, dès l'inscription et création de la carte, tout est indiqué en anglais (aucun problème personnellement mais il faut l'assistance des équipes pour finaliser sa carte de chambre).
De même pour la tablette fournis dans la chambre (qui je dois dire est super !) Celle ci se retrouve en anglais (possibilité de changer la langue mais ça reste en bonne partie non traduis), ainsi que les films mis a disposition dont on ne peux changer la langue. 
Cela peut être une barrière a un puriste qui cherche a avoir son confort dans cette belle ville de Paris","9,0",Hotel,París," 8,7 "
Christine,Francia,0,Une belle découverte,"Accueil un peu déstabilisant car tout se fait en autonomie par informatique (enregistrement, paiement,...) mais le personnel est accueillant et disponible.",Tous les affichages sont en anglais.,"9,0",Hotel,París," 8,7 "
Yao,Francia,0,Muy bien,Tout,Y’a pas de chaussons et de peignoir,"8,0",Hotel,París," 8,7 "
Tom085,Francia,0,Excepcional,"La vue, l'accueil, le restaurant, l'ambiance de la chambre",None,10,Hotel,París," 8,7 "
Christophe,Francia,0,Bienveillance et connexion,J'ai apprécié le cadre très bien pensé et le personnel tout à fait prévenant.,"La chambre est petite mais ça va, c'est plutôt fonctionnel. Tous les équipements sont connectés ou presque, ça peut saouler. Enfin la porte d'entrée de la chambre était très lourde à pousser","9,0",Hotel,París," 8,7 "
Marie,Francia,0,Excepcional,"La proximité de la Gare de Lyon
La modernité et l’originalité de la chambre 
Le confort, le calme et les équipements de la chambre 
Le petit frigo avec la bouteille d’eau fraîche offerte!
La propreté et la décoration de l’établissement","Rien!
En revanche nous n’avons pas testé le bar ni la restauration et le roof top était fermé",10,Hotel,París," 8,7 "
Philippe,Francia,0,Top service,Disponibilité des équipes. Situation. Service. Facilité de check in et check out,None,"9,0",Hotel,París," 8,7 "
Yanina,Francia,0,Muy bien,Il manque une cafetière dans la chambre,None,"8,0",Hotel,París," 8,7 "
Valérie,Francia,0,Fantástico,"Moderne, propre et calme, à 2 mn à pieds de la Gare de Lyon.
A 15 mn à pieds de Bastille.
Personnel sympathique, un hôtel très pratique, et plutôt bien situé :
Soit on est à deux pas du RER ( 1 station pour Châtelet), soit on marche un peu pour atteindre les 11eme, 4eme arrondissements et découvrir Paris.",None,"9,2",Hotel,París," 8,7 "
Francine,Francia,0,Muy bien,"Le lit immense, les couleurs de la lumière dans la douche, le petit déjeuner
Hôtel luxueux, équipé high tech","Le réveil ! On avait programmé notre réveil, on pensait être réveillé en musique, mais la lumière s'est allumé en grand !!","8,0",Hotel,París," 8,7 "
Andréa,Suiza,0,Excepcional,La décoration,Qu’il n’ait pas l’accès YouTube sur la télé,10,Hotel,París," 8,7 "
Fredo971,Francia,0,Excepcional,"La propreté, le calme et le design",Depart 11 au lieu de 12h,"9,6",Hotel,París," 8,7 "
Sylvie,Francia,0,Muy bien,"la localisation à proximité de la gare de Lyon
Etablissement très moderne
Personnel très agréable et disponible",None,"8,0",Hotel,París," 8,7 "
David,Francia,0,Agréable,"Le confort du lit, la décoration de l’hôtel, son emplacement géographique, la vue.",Un peu trop tech avec une tablette difficile à maîtriser.,"8,0",Hotel,París," 8,7 "
Gérard,Francia,0,"excellente équipe à l'acceuil, une chambre lumineuse et une salle d'eau spacieuse avec un wc isolé","chambre agréable, petit déjeuner restreint suite mesures sanitaires et emplacement stratégique pour le sud de la France.",un accès à l'hôtel par le passage reliant la gare de Lyon à l'hôtel,"9,0",Hotel,París," 8,7 "
Blaise,Francia,1,Muy bien,l'accueil était parfait avec des explications sur les nouvelles règles de circulation dans l'hotel. La chambre est toujours confortable. Les gels douche disponibles sont très agréables. Bon choix de films avec plusieurs nouveautés.,les règles de l'hotel suite à l'application des directives COVID ne permettent plus d'aller comme auparavant au buffet et il y a des limitations sur les petits déjeuners. pas top. Le distributeur de gel douche ne fonctionnait pas correctement. Les films que je souhaitais regarder ne sont disponibles qu'en anglais.,"8,0",Hotel,París," 8,7 "
Angelia,Francia,0,Très bon séjour,"Proche de la gare, pas de bruit venant de l'extérieur, belle chambre avec un lit plus que confortable.
Personnel très agréable et à l'écoute.
Pas de point négatif à dire sur mon séjour dans cet hôtel.",None,10,Hotel,París," 8,7 "
Cécile,Francia,0,"Très bel hôtel, super déco !",Pratique car juste à côté de la Gare de Lyon !,"Très peu de choix pour le petit déjeuner, et rupture de stock de fruits, mais globalement tout était parfait...",10,Hotel,París," 8,7 "
Jeremy,Francia,0,Muy bien,La chambre toute équipée et connecter. La douche ultra spacieuse,Le petit déjeuner pas assez copieux à cause des restrictions,"8,0",Hotel,París," 8,7 "
Thierry,Bélgica,0,très bien dans l'ensemble,"accueil, propreté, vue sur gare, lit confortable, prix abordable","trop peu d'intimité entre les wc et la chambre, petit déjeûner manque fromage et charcuteries et trop limité en quantité","8,0",Hotel,París," 8,7 "
Olivier_38090,Francia,0,Excepcional,"Situation, déco...",Chambre un peu fraîche... impossible d'arrêter la clim.,"9,6",Hotel,París," 8,7 "
